_id,name,description,emp_id,proficiency,__v
660b9cdc6d2b6f3b37c34ee6,TensorFlow,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",EMP_43,Advanced,0
660b9cdc6d2b6f3b37c34ee7,AWS,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",EMP_44,Advanced,0
660b9cdc6d2b6f3b37c34ee8,Teamwork and Collaboration,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,EMP_45,Advanced,0
660b9cdc6d2b6f3b37c34ee9,Research Skills,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",EMP_46,Advanced,0
660b9cdc6d2b6f3b37c34eea,Adaptability,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",EMP_47,Intermediate,0
660b9cdc6d2b6f3b37c34eeb,Google Cloud Platform,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",EMP_48,Beginner,0
660b9cdc6d2b6f3b37c34eec,Django,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",EMP_49,Advanced,0
660b9cdc6d2b6f3b37c34eed,Scikit-learn,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",EMP_50,Beginner,0
660b9cdc6d2b6f3b37c34eee,Python,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",EMP_51,Intermediate,0
660b9cdc6d2b6f3b37c34eef,Attention to Detail,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",EMP_52,Intermediate,0
660b9cdc6d2b6f3b37c34ef0,Natural Language Processing (NLP),"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",EMP_53,Advanced,0
660b9cdc6d2b6f3b37c34ef1,Attention to Detail,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",EMP_54,Intermediate,0
660b9cdc6d2b6f3b37c34ef2,PyTorch,In congue. Etiam justo. Etiam pretium iaculis justo.,EMP_55,Intermediate,0
660b9cdc6d2b6f3b37c34ef3,TensorFlow,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,EMP_56,Beginner,0
660b9cdc6d2b6f3b37c34ef4,Customer Service Skills,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",EMP_57,Advanced,0
660b9cdc6d2b6f3b37c34ef5,Angular,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",EMP_58,Intermediate,0
660b9cdc6d2b6f3b37c34ef6,Communication Skills,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,EMP_59,Advanced,0
660b9cdc6d2b6f3b37c34ef7,Communication Skills,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",EMP_60,Intermediate,0
660b9cdc6d2b6f3b37c34ef8,Express.js,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",EMP_61,Intermediate,0
660b9cdc6d2b6f3b37c34ef9,Spring Framework,Phasellus in felis. Donec semper sapien a libero. Nam dui.,EMP_62,Advanced,0
660b9cdc6d2b6f3b37c34efa,RESTful APIs,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",EMP_63,Beginner,0
660b9cdc6d2b6f3b37c34efb,Teamwork and Collaboration,In congue. Etiam justo. Etiam pretium iaculis justo.,EMP_64,Intermediate,0
660b9cdc6d2b6f3b37c34efc,HTML/CSS,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,EMP_65,Advanced,0
660b9cdc6d2b6f3b37c34efd,Creativity and Innovation,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",EMP_66,Advanced,0
660b9cdc6d2b6f3b37c34efe,GraphQL,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",EMP_67,Advanced,0
660b9cdc6d2b6f3b37c34eff,HTML/CSS,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,EMP_68,Beginner,0
660b9cdc6d2b6f3b37c34f00,Adobe XD,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",EMP_69,Advanced,0
660b9cdc6d2b6f3b37c34f01,Spring Framework,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",EMP_70,Intermediate,0
660b9cdc6d2b6f3b37c34f02,UI/UX Design Principles,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,EMP_71,Beginner,0
660b9cdc6d2b6f3b37c34f03,Google Cloud Platform,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",EMP_72,Advanced,0
660b9cdc6d2b6f3b37c34f04,Django,In congue. Etiam justo. Etiam pretium iaculis justo.,EMP_73,Intermediate,0
660b9cdc6d2b6f3b37c34f05,Technical Proficiency (specific to the employee's field),"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",EMP_74,Beginner,0
660b9cdc6d2b6f3b37c34f06,Figma,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",EMP_75,Intermediate,0
660b9cdc6d2b6f3b37c34f07,Firebase,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",EMP_76,Advanced,0
660b9cdc6d2b6f3b37c34f08,Angular,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",EMP_77,Intermediate,0
660b9cdc6d2b6f3b37c34f09,Adaptability,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",EMP_78,Advanced,0
660b9cdc6d2b6f3b37c34f0a,Teamwork and Collaboration,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,EMP_79,Advanced,0
660b9cdc6d2b6f3b37c34f0b,Natural Language Processing (NLP),"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",EMP_80,Advanced,0
660b9cdc6d2b6f3b37c34f0c,Xcode,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",EMP_81,Intermediate,0
660b9cdc6d2b6f3b37c34f0d,PyTorch,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",EMP_82,Beginner,0
660b9cdc6d2b6f3b37c34f0e,Docker,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,EMP_83,Beginner,0
660b9cdc6d2b6f3b37c34f0f,Communication Skills,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",EMP_84,Intermediate,0
660b9cdc6d2b6f3b37c34f10,Adobe XD,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",EMP_85,Beginner,0
660b9cdc6d2b6f3b37c34f11,Analytical Skills,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",EMP_86,Beginner,0
660b9cdc6d2b6f3b37c34f12,HTML/CSS,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",EMP_87,Advanced,0
660b9cdc6d2b6f3b37c34f13,JavaScript,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,EMP_88,Beginner,0
660b9cdc6d2b6f3b37c34f14,Kubernetes,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",EMP_89,Intermediate,0
660b9cdc6d2b6f3b37c34f15,Kubernetes,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",EMP_90,Intermediate,0
660b9cdc6d2b6f3b37c34f16,Swift,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",EMP_91,Intermediate,0
660b9cdc6d2b6f3b37c34f17,RESTful APIs,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",EMP_92,Intermediate,0
