_ID,TITLE,ISSUINGORGANIZATION,CERTIFICATE_ID,ISSUANCEDATE,EXPIRATIONDATE,DESCRIPTION,EMP_ID,APPROVAL,__V
660f8d63cf56a208f379b460,MongoDB,Roberts-Stanley,98db094f-d009-4473-b7ea-37ca11948811,2015-11-25 00:00:00,2024-04-15 00:00:00,Memory room debate president provide back hope thank.,EMP_26,Approved,0
660f8d63cf56a208f379b461,Figma,Johnson-Armstrong,692f2efd-9f8e-4e3b-8d34-86cdf490f97f,2020-09-30 00:00:00,2024-04-06 00:00:00,Unit board than difference.,EMP_27,Rejected,0
660f8d63cf56a208f379b462,Kotlin,Cooper Ltd,5b0fe93f-afb0-4c60-9832-7ddcdb281797,2005-12-14 00:00:00,2024-04-18 00:00:00,Network include five like central.,EMP_28,Rejected,0
660f8d63cf56a208f379b463,Natural Language Processing (NLP),Pena-Hudson,92cc7244-fa40-42fe-8bba-c5b4a78f7df2,1978-05-07 00:00:00,2024-04-18 00:00:00,Step yeah success allow enter will program.,EMP_29,Rejected,0
660f8d63cf56a208f379b464,JIRA,"Lewis, Hernandez and Brown",1c024201-98ab-4c6a-8e51-738f9fbf13f8,2003-09-25 00:00:00,2024-04-24 00:00:00,Door cell yard kid major TV.,EMP_30,Approved,0
660f8d63cf56a208f379b465,Flask,"Gaines, Quinn and Payne",395d47e8-d445-4aff-b166-5d6634c6961d,2023-07-14 00:00:00,2024-05-03 00:00:00,Mean will here page up Mrs open.,EMP_31,Rejected,0
660f8d63cf56a208f379b466,Express.js,Smith-Pennington,e3316518-a533-49fa-b407-1c3130405465,1978-06-25 00:00:00,2024-04-30 00:00:00,Could executive response must focus event.,EMP_32,Approved,0
660f8d63cf56a208f379b467,JavaScript,"Cox, Fox and Clark",82e75d98-ce4b-4c0e-80ca-84907502376c,1982-08-29 00:00:00,2024-04-30 00:00:00,Ask tonight paper their free future arm.,EMP_33,Approved,0
660f8d63cf56a208f379b468,Project Management Skills,Myers and Sons,c0fbc919-8d7f-4f8f-86f5-96f36e16df25,2023-12-02 00:00:00,2024-04-20 00:00:00,Young understand building protect seven reduce.,EMP_34,Approved,0
660f8d63cf56a208f379b469,Natural Language Processing (NLP),Perry PLC,1b75f94d-5508-4d3e-9ee0-fe80c2703480,2018-07-20 00:00:00,2024-04-14 00:00:00,Because list newspaper personal know accept.,EMP_35,Approved,0
660f8d63cf56a208f379b46a,Node.js,Lopez LLC,0c2a89c7-231f-4fd3-9554-02232a53c8dd,2009-07-07 00:00:00,2024-04-18 00:00:00,Open hour art wrong.,EMP_36,Rejected,0
660f8d63cf56a208f379b46b,Research Skills,"Schroeder, Hopkins and Nguyen",43de021f-df96-49eb-a207-145c9b28521c,1999-04-09 00:00:00,2024-04-25 00:00:00,Dog southern own leg determine.,EMP_37,Approved,0
660f8d63cf56a208f379b46c,Analytical Skills,Walker-Ponce,6789d741-f650-4079-a1e7-a75d97501885,2009-10-22 00:00:00,2024-04-07 00:00:00,Produce stock political so for she role.,EMP_38,Rejected,0
660f8d63cf56a208f379b46d,Python,"Krueger, Johnson and Johnson",6a3fa21c-632c-4905-8257-7df1b0615648,1988-10-05 00:00:00,2024-05-03 00:00:00,Per manager keep fact receive street ago.,EMP_39,Approved,0
660f8d63cf56a208f379b46e,Swift,Moore-Walker,12a05bce-fe8f-4af7-af2f-74d6240f330d,2017-05-05 00:00:00,2024-04-22 00:00:00,Black blue own serious baby.,EMP_40,Rejected,0
660f8d63cf56a208f379b46f,Express.js,"Morales, Mcgrath and Monroe",7e8b60c3-de68-4719-b166-0f3d26349b9d,2016-12-05 00:00:00,2024-04-24 00:00:00,Sometimes information ten present.,EMP_41,Rejected,0
660f8d63cf56a208f379b470,Customer Service Skills,Lee-Wise,4a636510-b033-4c7d-b23a-f122b3fc45bf,2007-07-04 00:00:00,2024-04-21 00:00:00,We friend citizen possible middle leg window law.,EMP_42,Rejected,0
660f8d63cf56a208f379b471,TensorFlow,Sanders-Fuller,68ca271b-9fae-4529-aa06-6abddc89515f,2013-03-14 00:00:00,2024-04-19 00:00:00,Next born control hotel.,EMP_43,Rejected,0
660f8d63cf56a208f379b472,AWS,Bell-Valencia,fa99b8ac-fefb-4c59-8215-322c576ce8db,2013-10-20 00:00:00,2024-04-19 00:00:00,Office during effort wind.,EMP_44,Approved,0
660f8d63cf56a208f379b473,Teamwork and Collaboration,Abbott-Bowman,4212b554-4607-416b-a188-0497b33b5a6d,2011-07-23 00:00:00,2024-04-24 00:00:00,Most seek pick we.,EMP_45,Rejected,0
660f8d63cf56a208f379b474,Research Skills,Martinez and Sons,66ef512f-31cb-4a4b-8917-a3f4c1aabcfb,2004-03-07 00:00:00,2024-04-10 00:00:00,Dark education wear but firm her than.,EMP_46,Rejected,0
660f8d63cf56a208f379b475,Adaptability,"Webb, Hernandez and Powell",5e7603ad-5ede-433e-915f-f28f5c69a0e6,1985-10-22 00:00:00,2024-04-09 00:00:00,Nature answer staff.,EMP_47,Rejected,0
660f8d63cf56a208f379b476,Google Cloud Platform,Morris and Sons,f0845fbd-2bdb-4900-9bd6-fed98a64842d,2023-04-28 00:00:00,2024-04-14 00:00:00,Whom remember produce upon subject six.,EMP_48,Rejected,0
660f8d63cf56a208f379b477,Django,Poole Ltd,45a8833f-a080-476f-899c-4b3637d4bbf1,2022-06-01 00:00:00,2024-04-17 00:00:00,Investment believe find like you hand in decade.,EMP_49,Rejected,0
660f8d63cf56a208f379b478,Scikit-learn,Moore Ltd,cf818180-6a83-49f8-901b-9943e790c1fa,1981-04-29 00:00:00,2024-04-12 00:00:00,Step common cultural.,EMP_50,Rejected,0
660f8d63cf56a208f379b479,Python,Haynes-Brown,cded3797-7ac5-45e9-bfbb-56f1ae13c620,1994-10-15 00:00:00,2024-04-23 00:00:00,Here director once.,EMP_51,Approved,0
660f8d63cf56a208f379b47a,Attention to Detail,Paul-George,a82bbaf9-daeb-4792-ace2-9be8c2b74fc1,1999-08-29 00:00:00,2024-05-04 00:00:00,Fast current eat price any reveal sign inside.,EMP_52,Rejected,0
660f8d63cf56a208f379b47b,Natural Language Processing (NLP),Nguyen Inc,25a3e44b-efee-4e19-9b58-421f1653ebb0,1996-11-29 00:00:00,2024-05-04 00:00:00,Position else or stop.,EMP_53,Approved,0
660f8d63cf56a208f379b47c,Attention to Detail,Serrano-Mitchell,2fc83b1e-6e10-47de-a456-373fc14afa19,1974-12-10 00:00:00,2024-04-14 00:00:00,Difference until against.,EMP_54,Approved,0
660f8d63cf56a208f379b47d,PyTorch,Johnson-Nelson,0d617d01-a895-4c24-8730-e730be65f7bc,1999-05-08 00:00:00,2024-04-09 00:00:00,Significant would conference them put affect wear most.,EMP_55,Approved,0
660f8d63cf56a208f379b47e,TensorFlow,Copeland LLC,655523dc-f14f-4bff-aed8-f3aa52c303ac,2009-12-02 00:00:00,2024-04-27 00:00:00,Foreign take if allow.,EMP_56,Approved,0
660f8d63cf56a208f379b47f,Customer Service Skills,White-Smith,d9b403e7-a031-4981-bf3a-d11993f524d0,1990-12-08 00:00:00,2024-04-24 00:00:00,Quite customer important fish year choose.,EMP_57,Approved,0
660f8d63cf56a208f379b480,Angular,Richardson-Gonzalez,f2e60acf-2d31-43e7-a5cf-6588d5a07e10,1992-05-30 00:00:00,2024-04-23 00:00:00,Whole single question church information unit child young.,EMP_58,Rejected,0
660f8d63cf56a208f379b481,Communication Skills,Valdez-Oneal,157ca820-827f-43c5-97d4-748b296f520d,1988-01-03 00:00:00,2024-04-12 00:00:00,Something office voice modern charge fine entire.,EMP_59,Rejected,0
660f8d63cf56a208f379b482,Communication Skills,Black Group,27fdc9b1-7030-47cf-b939-69537ba31d20,1982-07-27 00:00:00,2024-04-20 00:00:00,Each style run common support.,EMP_60,Rejected,0
660f8d63cf56a208f379b483,Express.js,Sanchez-Martin,f7183186-4a7c-4db3-aadd-4552d3e24c68,1999-02-04 00:00:00,2024-04-29 00:00:00,Cover standard marriage.,EMP_61,Approved,0
660f8d63cf56a208f379b484,Spring Framework,Johnson-Evans,956d40fd-c5c9-494a-90c1-899f18d13902,1978-01-06 00:00:00,2024-04-22 00:00:00,Doctor anyone American upon decide case.,EMP_62,Rejected,0
660f8d63cf56a208f379b485,RESTful APIs,Gutierrez and Sons,e3a9b190-6c0a-43cc-a6b6-adc489a84676,1974-01-29 00:00:00,2024-04-28 00:00:00,Life baby full town human such.,EMP_63,Rejected,0
660f8d63cf56a208f379b486,Teamwork and Collaboration,Ferguson LLC,1f335035-10ec-4402-99fa-112e922fa68d,1998-01-09 00:00:00,2024-04-30 00:00:00,Become mouth her director.,EMP_64,Approved,0
660f8d63cf56a208f379b487,HTML/CSS,"Flores, Ford and Ramirez",d634b1b4-1d7f-4f71-b630-301edfb7071a,2016-02-06 00:00:00,2024-05-03 00:00:00,Reach data bar page.,EMP_65,Approved,0
660f8d63cf56a208f379b488,Creativity and Innovation,"Walker, Wright and Rosario",03093925-e85c-4236-8ef3-4ea220687461,1971-06-10 00:00:00,2024-04-17 00:00:00,Present protect important keep finally century.,EMP_66,Rejected,0
660f8d63cf56a208f379b489,GraphQL,"Gonzales, Baker and West",6ea355e0-9847-4fd7-bb59-4fcfddbea9b2,1974-10-26 00:00:00,2024-04-22 00:00:00,Food poor anything tax.,EMP_67,Rejected,0
660f8d63cf56a208f379b48a,HTML/CSS,Smith-Singleton,ccbbef66-6bc6-4087-a5d9-d6ed30457242,2010-07-02 00:00:00,2024-04-19 00:00:00,Approach course mouth fish.,EMP_68,Approved,0
660f8d63cf56a208f379b48b,Adobe XD,Cohen-Yates,cd9ae9de-355f-4214-bc4e-b567f2d2860a,1986-06-22 00:00:00,2024-04-24 00:00:00,Side blue threat east consumer down.,EMP_69,Rejected,0
660f8d63cf56a208f379b48c,Spring Framework,Harris-Doyle,01270371-71b5-43fc-adf8-ed37def43207,2008-08-31 00:00:00,2024-04-24 00:00:00,Go food anything political already none.,EMP_70,Rejected,0
660f8d63cf56a208f379b48d,UI/UX Design Principles,Warren Ltd,d3c70cfc-8b92-4a55-a836-ea5076e36f71,2021-09-16 00:00:00,2024-04-15 00:00:00,Our official with consider down rest Democrat.,EMP_71,Rejected,0
660f8d63cf56a208f379b48e,Google Cloud Platform,"Jones, Simon and Nelson",56e195ea-cfc2-41d3-921b-17a0d28e1b84,1987-05-01 00:00:00,2024-04-07 00:00:00,Church artist painting.,EMP_72,Rejected,0
660f8d63cf56a208f379b48f,Django,Cole-Carr,eb0d9a47-c5cd-43f4-ad46-f6cc9bee64c1,1994-08-29 00:00:00,2024-04-18 00:00:00,Happen respond decide.,EMP_73,Rejected,0
660f8d63cf56a208f379b490,Technical Proficiency (specific to the employee's field),"Randall, Phillips and Simmons",75126e86-a0ef-4d35-9af4-bdb2044b8be3,1992-07-10 00:00:00,2024-04-20 00:00:00,Tree despite light them.,EMP_74,Rejected,0
660f8d63cf56a208f379b491,Figma,Good-White,35b10657-043a-4dc9-9b2c-bc3dc1940d4b,2016-03-29 00:00:00,2024-04-25 00:00:00,Night stock chair range.,EMP_75,Rejected,0
660f8d63cf56a208f379b492,Firebase,Wall and Sons,56580901-86f9-4365-8e65-1b0f6819c12d,2019-05-21 00:00:00,2024-04-28 00:00:00,Important base player series future there voice health.,EMP_76,Rejected,0
660f8d63cf56a208f379b493,Angular,"Gregory, Williams and Stanley",0b86ce85-4be9-4d57-90b9-65b22a4b1e88,2007-07-03 00:00:00,2024-04-29 00:00:00,Rate consumer world baby.,EMP_77,Rejected,0
660f8d63cf56a208f379b494,Adaptability,Wade-Young,42cbac2f-7479-48ad-b629-c08058bcbfda,2014-09-01 00:00:00,2024-04-10 00:00:00,Front board goal the address including.,EMP_78,Approved,0
660f8d63cf56a208f379b495,Teamwork and Collaboration,Martinez-Davis,58470002-e558-4be4-94db-6397912b200e,2021-04-06 00:00:00,2024-04-21 00:00:00,Eat situation right down suggest night same.,EMP_79,Approved,0
660f8d63cf56a208f379b496,Natural Language Processing (NLP),Garcia Inc,7d1f835c-c938-4720-a189-5fb650db5d9b,2020-05-10 00:00:00,2024-04-13 00:00:00,Nation dream glass middle.,EMP_80,Approved,0
660f8d63cf56a208f379b497,Xcode,Hall-Walsh,4e73e8f1-675b-46d3-9b62-38ed844d8a38,1995-01-07 00:00:00,2024-04-27 00:00:00,Way major price drive candidate again.,EMP_81,Approved,0
660f8d63cf56a208f379b498,PyTorch,Reed-Mcdonald,0c22e84f-652e-401e-aaf5-fbea5227c86f,1986-10-05 00:00:00,2024-04-09 00:00:00,Sit become network political she term.,EMP_82,Rejected,0
660f8d63cf56a208f379b499,Docker,Doyle-Oliver,849371a8-eaf6-4e4f-a45a-c2bfcf622560,1982-07-08 00:00:00,2024-04-17 00:00:00,Professional life budget trade necessary.,EMP_83,Approved,0
660f8d63cf56a208f379b49a,Communication Skills,Robinson-Baker,607caac5-14c5-476e-ab8e-ee03340910c9,2020-04-24 00:00:00,2024-05-02 00:00:00,Deal above throw quickly.,EMP_84,Rejected,0
660f8d63cf56a208f379b49b,Adobe XD,Kim-Jackson,75514946-b55a-477c-9b21-ac6f2e828fac,1992-11-16 00:00:00,2024-04-28 00:00:00,Two commercial set only yes adult.,EMP_85,Approved,0
660f8d63cf56a208f379b49c,Analytical Skills,Hall Inc,1e986b68-38d1-4595-96d3-1eb84735cccf,1971-10-14 00:00:00,2024-05-04 00:00:00,Create federal different address while.,EMP_86,Approved,0
660f8d63cf56a208f379b49d,HTML/CSS,Brown-Martinez,4e244d86-4cb6-41d1-8d79-e96fb52e9051,1975-04-29 00:00:00,2024-04-10 00:00:00,Out benefit candidate beyond far let identify.,EMP_87,Approved,0
660f8d63cf56a208f379b49e,JavaScript,"Thompson, Ray and Buck",f059963a-2f78-4360-8bcf-9c20ceec85fe,1989-02-25 00:00:00,2024-04-25 00:00:00,Reflect upon inside yard.,EMP_88,Approved,0
660f8d63cf56a208f379b49f,Kubernetes,"Ritter, Juarez and Gonzalez",ee9baf60-bfd6-41f4-97d6-98233bc26f91,1980-02-22 00:00:00,2024-04-28 00:00:00,Its house resource skill action modern cut.,EMP_89,Rejected,0
660f8d63cf56a208f379b4a0,Kubernetes,"Armstrong, Anderson and Chan",c8c20efb-f15a-4d70-9d29-c3c007de8b83,2018-08-11 00:00:00,2024-04-19 00:00:00,Teach teach military pass discuss end something.,EMP_90,Approved,0
660f8d63cf56a208f379b4a1,Swift,"Knight, Andrews and Terry",4b1deef7-dea9-4034-98e7-e1a6885f11a0,2004-11-14 00:00:00,2024-04-19 00:00:00,Offer option wish very change final.,EMP_91,Rejected,0
660f8d63cf56a208f379b4a2,RESTful APIs,Johnson Group,0bdb4388-6bf4-470a-8f61-535aaf1bfa5d,1988-04-07 00:00:00,2024-04-11 00:00:00,Especially model teacher guess whole.,EMP_92,Rejected,0
660f8d63cf56a208f379b4a3,Kubernetes,Weaver PLC,c3da12ca-3b4a-4014-847f-940ce2940d51,2011-11-17 00:00:00,2024-04-27 00:00:00,Factor become eat soon result.,EMP_93,Rejected,0
660f8d63cf56a208f379b4a4,React.js,"Roberts, Bray and Barton",ea0cd0fe-e42e-4bc4-be09-f7f79bf8a402,1991-05-28 00:00:00,2024-05-03 00:00:00,Any candidate mouth laugh college.,EMP_94,Approved,0
660f8d63cf56a208f379b4a5,GraphQL,"Ramos, Knapp and Aguilar",609d06e5-939d-4565-9cd2-0c0494377a1d,2022-01-12 00:00:00,2024-04-27 00:00:00,Could would skin after against skill none.,EMP_95,Rejected,0
660f8d63cf56a208f379b4a6,MySQL,Chapman-Price,b8b6e6c4-4ec8-408b-9cad-71d2f9d808be,2013-07-31 00:00:00,2024-04-26 00:00:00,Factor difference kid make though wait.,EMP_96,Rejected,0
660f8d63cf56a208f379b4a7,Hibernate,Velez-Brown,cc90ebd9-a531-472b-9bc6-625492d4f14b,1998-05-02 00:00:00,2024-05-03 00:00:00,Ago run nature his public trip reality.,EMP_97,Approved,0
660f8d63cf56a208f379b4a8,Swift,Warren-Schultz,3ab9788b-645f-4554-93d5-ed6c743a96ef,1974-10-29 00:00:00,2024-04-12 00:00:00,Man choice door on.,EMP_98,Approved,0
660f8d63cf56a208f379b4a9,TensorFlow,"Richardson, Smith and Hardy",a944230d-481c-4c7b-9bda-c6f6cf9fe0cd,1971-01-08 00:00:00,2024-04-17 00:00:00,Human result white table receive someone hard.,EMP_99,Approved,0
660f8d63cf56a208f379b4aa,Decision-Making Skills,"Bradford, Williams and Miller",dbd79350-6b45-4285-ba3d-9df80b82916b,2022-04-24 00:00:00,2024-04-13 00:00:00,Left hit bar which.,EMP_100,Rejected,0
660f8d63cf56a208f379b4ab,Xcode,Jackson-Ramirez,ca035f6f-ccf7-4b5f-a741-396df20601e4,1988-01-26 00:00:00,2024-04-15 00:00:00,Possible apply assume improve the stuff ready.,EMP_101,Rejected,0
660f8d63cf56a208f379b4ac,Android Studio,Sanders LLC,912df436-1f05-40f6-9e23-3f916c38b323,1981-02-01 00:00:00,2024-04-20 00:00:00,People outside nearly approach citizen minute middle.,EMP_102,Approved,0
660f8d63cf56a208f379b4ad,Express.js,Reyes-Li,ac5fa72f-1b87-4285-a706-4832b5c38bae,2016-01-14 00:00:00,2024-04-22 00:00:00,Total her ever game.,EMP_103,Approved,0
660f8d63cf56a208f379b4ae,Django,"Wagner, Cantu and Gamble",395f2255-5dd5-4c9b-a5f5-0ac860e41680,2009-11-17 00:00:00,2024-04-18 00:00:00,Specific even political carry what theory.,EMP_104,Approved,0
660f8d63cf56a208f379b4af,Spring Framework,"Santos, Green and Hamilton",112974ad-692d-4b57-afb1-603856327fea,1987-02-22 00:00:00,2024-04-07 00:00:00,Politics job stop dinner occur responsibility alone.,EMP_105,Rejected,0
660f8d63cf56a208f379b4b0,Scikit-learn,Taylor Ltd,57083abb-fd16-4d1d-9cb1-a727b9203c96,2005-06-14 00:00:00,2024-04-26 00:00:00,Probably born movement.,EMP_106,Approved,0
660f8d63cf56a208f379b4b1,Swift,Ellis-Williams,b964bc91-3f86-4fdb-b6ea-54daaa2f3f2a,2022-02-08 00:00:00,2024-04-14 00:00:00,Seven the record most continue.,EMP_107,Approved,0
660f8d63cf56a208f379b4b2,Docker,Dennis LLC,9cd04d85-8012-429c-b484-c23d08381141,1998-02-07 00:00:00,2024-04-17 00:00:00,Traditional voice assume personal subject.,EMP_108,Rejected,0
660f8d63cf56a208f379b4b3,RESTful APIs,"Graham, Ray and Mckinney",7e680b67-1ec9-4831-864b-1c0aca0f4054,1974-12-05 00:00:00,2024-04-08 00:00:00,Perform quality play into.,EMP_109,Rejected,0
660f8d63cf56a208f379b4b4,Azure,Molina-Butler,ca336a7b-eccd-4e07-a58d-201ff2653bf1,1997-08-11 00:00:00,2024-04-15 00:00:00,Always top same worker.,EMP_110,Approved,0
660f8d63cf56a208f379b4b5,Time Management,Allison-Bird,3effed20-2741-4b93-9267-a5fee5057585,1994-12-19 00:00:00,2024-04-07 00:00:00,It south break data public former across.,EMP_111,Approved,0
660f8d63cf56a208f379b4b6,Python,Bond-Santana,24b24d47-b61f-4765-a68d-47a79c5d5f62,2005-07-20 00:00:00,2024-04-13 00:00:00,Key instead return.,EMP_112,Approved,0
660f8d63cf56a208f379b4b7,React.js,Rodriguez Ltd,202cee6e-5c29-4f25-a9be-1035efc095d7,1991-09-10 00:00:00,2024-04-26 00:00:00,Upon official college.,EMP_113,Approved,0
660f8d63cf56a208f379b4b8,Node.js,Barker PLC,fcc7ffaa-94bb-4c07-bfa2-9f20baea8bfc,1992-05-18 00:00:00,2024-04-09 00:00:00,Pull interest reflect out.,EMP_114,Approved,0
660f8d63cf56a208f379b4b9,Azure,Ellis-Lee,3ee9179f-8591-4a08-a6c0-8b83a5021692,2010-04-03 00:00:00,2024-04-13 00:00:00,Clearly push huge project.,EMP_115,Rejected,0
660f8d63cf56a208f379b4ba,AWS,"Carson, Adams and Blair",cd6bcd17-d091-4965-ab63-899570db4bd2,1981-09-20 00:00:00,2024-04-29 00:00:00,Matter teacher goal reach sound hope people road.,EMP_116,Rejected,0
660f8d63cf56a208f379b4bb,Adobe XD,Hurley Group,dbbc8f7c-1095-481f-bb1f-082167d2c57b,1989-11-28 00:00:00,2024-04-09 00:00:00,Though program he.,EMP_117,Approved,0
660f8d63cf56a208f379b4bc,SQL,Moore and Sons,dce0011a-1129-4be8-9c60-e12ca2efb47d,1988-06-27 00:00:00,2024-04-22 00:00:00,Guy near hit do may ask.,EMP_118,Rejected,0
660f8d63cf56a208f379b4bd,Networking Abilities,Walker-Pennington,b752d698-66ae-4637-a73f-7474d3841f82,1991-05-15 00:00:00,2024-04-17 00:00:00,Reduce heart later someone listen real enough itself.,EMP_119,Approved,0
660f8d63cf56a208f379b4be,Docker,Carter LLC,ccb2a2dd-2099-4cdf-bc66-55bfb3158e31,2012-04-08 00:00:00,2024-04-27 00:00:00,Record factor scene election step seven range.,EMP_120,Approved,0
660f8d63cf56a208f379b4bf,Teamwork and Collaboration,Evans Inc,203e9c78-8bf4-4dcf-94ae-e002c97338c2,1981-06-07 00:00:00,2024-04-28 00:00:00,Catch contain bad magazine building hour situation.,EMP_121,Approved,0
660f8d63cf56a208f379b4c0,Hibernate,Davis Inc,89ea1e71-791b-4adf-ba96-7cdfadc5a8d2,2017-05-06 00:00:00,2024-04-13 00:00:00,Sing business whole task discuss be unit exist.,EMP_122,Approved,0
660f8d63cf56a208f379b4c1,Technical Proficiency (specific to the employee's field),Romero and Sons,90b11f8e-0338-41f1-b154-14ead2a2fd7f,1973-11-11 00:00:00,2024-04-13 00:00:00,Full parent business process.,EMP_123,Rejected,0
660f8d63cf56a208f379b4c2,Adaptability,Weber-Johnson,b2d1a038-ab43-4894-95a3-217dcd5563c8,1982-03-26 00:00:00,2024-04-08 00:00:00,Story method break military free.,EMP_124,Approved,0
660f8d63cf56a208f379b4c3,Adaptability,Thompson-Sutton,b7b5b329-8586-4fe5-a2e6-3a46e802d454,2011-12-22 00:00:00,2024-04-29 00:00:00,Yard century fall wish.,EMP_125,Rejected,0
