_ID,NAME,PROJECT_ID,DESCRIPTION,EMP_ID,PROJECTMANAGERID,STARTDATE,ENDDATE,STATUS,URL,APPROVAL,__V
6614ec0bd9baff57ed1048a1,TechNova Backup Solution,90c8147e-2c86-420a-a796-caf585e3c315,"['Azure', 'Angular', 'Continuous Deployment']",EMP_7,EMP_856,2022-04-06 00:00:00,2024-05-04 00:00:00,active,http://fox.com/,Approved,0
6614ec0bd9baff57ed1048a2,InnovaTech,21608822-4ed6-4011-b484-a0a4b1a698f5,"['Containerization', 'MySQL', 'Interaction Design']",EMP_8,EMP_277,2022-03-17 00:00:00,2024-04-29 00:00:00,active,http://williams.org/,Rejected,0
6614ec0bd9baff57ed1048a3,SwiftShift Time Tracker,674d6381-1dc2-4bc3-8764-538d541ff35e,"['Responsive Design', 'Product Management', 'Wireframing']",EMP_8,EMP_963,2023-03-21 00:00:00,2024-05-07 00:00:00,completed,https://www.mason.org/,Approved,0
6614ec0bd9baff57ed1048a4,TechNova Backup Solution,f83d15c7-118d-4333-b258-657a963f0b5f,"['Git', 'Agile Product Management', 'AWS']",EMP_8,EMP_782,2023-01-03 00:00:00,2024-04-13 00:00:00,active,http://www.alvarado.biz/,Rejected,0
6614ec0bd9baff57ed1048a5,TechSprint,7b466314-1f8b-4531-9849-10918abfabf2,"['Interaction Design', 'GraphQL', 'Data Visualization']",EMP_8,EMP_175,2024-02-07 00:00:00,2024-05-06 00:00:00,completed,https://www.nelson.com/,Approved,0
6614ec0bd9baff57ed1048a6,PixelWorks,30cb8afa-3e92-44f8-863e-0b0d1801c281,"['Kotlin', 'Leadership', 'PHP']",EMP_9,EMP_611,2021-03-31 00:00:00,2024-04-23 00:00:00,completed,http://raymond-schmidt.net/,Approved,0
6614ec0bd9baff57ed1048a7,DataCraft,36a12a47-97a0-4ee5-ba76-d56674b6937e,"['HTML', 'Cybersecurity', 'Ruby']",EMP_9,EMP_898,2020-12-26 00:00:00,2024-04-26 00:00:00,active,http://nelson-nichols.biz/,Approved,0
6614ec0bd9baff57ed1048a8,ByteForge,700e1e80-ffa3-4829-8a37-5c8070239558,"['Requirements Analysis', 'User Stories', 'Data Visualization']",EMP_9,EMP_884,2023-10-30 00:00:00,2024-04-25 00:00:00,active,http://dillon-martinez.com/,Rejected,0
6614ec0bd9baff57ed1048a9,PixelWare,70236082-e9fa-4db8-ab2f-fe1dcf5d1fa5,"['DevOps', 'Angular', 'Agile Methodologies']",EMP_9,EMP_156,2022-08-04 00:00:00,2024-05-07 00:00:00,active,http://simon.com/,Rejected,0
6614ec0bd9baff57ed1048aa,PixelPlex Crypto Trader,7beaaa67-41eb-40ec-94cf-2f648eef43a9,"['Responsive Design', 'Machine Learning', 'Ruby']",EMP_10,EMP_965,2021-01-02 00:00:00,2024-05-01 00:00:00,completed,http://knapp.info/,Rejected,0
6614ec0bd9baff57ed1048ab,TechSpark,4b76e74d-8104-405e-927f-ffe0c0eedd83,"['Troubleshooting', 'Continuous Deployment', 'Behavior-Driven Development']",EMP_10,EMP_760,2023-04-21 00:00:00,2024-04-24 00:00:00,active,https://sullivan.com/,Rejected,0
6614ec0bd9baff57ed1048ac,EchoTech Task Manager,4b6807c0-aeea-40e3-99e0-139a5bb05ec0,"['User Stories', 'Angular', 'Kotlin']",EMP_10,EMP_166,2024-03-17 00:00:00,2024-04-24 00:00:00,completed,https://www.pruitt.net/,Rejected,0
6614ec0bd9baff57ed1048ad,DataSync,12cbc9c2-8ffa-4fe0-a4ab-8284f07a589f,"['Accessibility', 'Business Analysis', 'MySQL']",EMP_10,EMP_563,2021-04-04 00:00:00,2024-04-25 00:00:00,active,https://www.mccall.com/,Approved,0
6614ec0bd9baff57ed1048ae,TechNova Backup Solution,28b8ee61-8b69-42cd-8984-79aa2878cd5a,"['GraphQL', 'Cryptography', 'Ruby']",EMP_11,EMP_11,2023-06-16 00:00:00,2024-04-23 00:00:00,active,http://oconnor.com/,Approved,0
6614ec0bd9baff57ed1048af,InnovaTech,c3e8ff7b-f44d-40d4-956b-68b609034ea1,"['Test-Driven Development', 'Azure', 'GraphQL']",EMP_11,EMP_978,2022-08-30 00:00:00,2024-04-21 00:00:00,active,https://www.maldonado-hahn.com/,Rejected,0
6614ec0bd9baff57ed1048b0,CyberLink,dde295eb-e3b7-43cb-9ee5-5e069c2d6302,"['Agile Product Management', 'Continuous Deployment', 'Responsive Design']",EMP_11,EMP_426,2023-02-11 00:00:00,2024-04-29 00:00:00,active,https://walker.biz/,Rejected,0
6614ec0bd9baff57ed1048b1,CyberTech,4275fb4f-6024-42fe-b2da-cabe87b522ce,"['Vue.js', 'User Research', 'JavaScript']",EMP_11,EMP_115,2021-03-21 00:00:00,2024-04-29 00:00:00,active,http://ramsey.com/,Approved,0
6614ec0bd9baff57ed1048b2,InnovatePro,ba4dd762-8df7-4a01-a06d-a734044c8c7d,"['Information Security', '.NET', 'PostgreSQL']",EMP_12,EMP_923,2020-10-09 00:00:00,2024-04-21 00:00:00,completed,http://www.wyatt-harris.biz/,Approved,0
6614ec0bd9baff57ed1048b3,BlueFinity Evoke,8767fd90-349c-45f4-b1fd-90a10412667b,"['Cryptography', 'Technical Writing', 'Responsive Design']",EMP_12,EMP_187,2020-06-06 00:00:00,2024-04-16 00:00:00,active,http://wilson.com/,Rejected,0
6614ec0bd9baff57ed1048b4,CyberCode Online Store,dd23beea-e638-44ef-a11b-6e57c30c0c07,"['Data Visualization', 'Wireframing', 'Machine Learning']",EMP_12,EMP_728,2023-02-14 00:00:00,2024-05-03 00:00:00,completed,http://lawrence.org/,Approved,0
6614ec0bd9baff57ed1048b5,DataSync,c96ad001-5024-4e25-b730-96c8392d00e0,"['Ruby', 'GraphQL', 'Kotlin']",EMP_12,EMP_662,2021-04-03 00:00:00,2024-05-03 00:00:00,completed,http://www.reynolds.com/,Rejected,0
6614ec0bd9baff57ed1048b6,AgileTech,5f29a783-0775-454c-a172-93c4b75c3db7,"['HTML', 'Product Management', 'Data Science']",EMP_13,EMP_30,2023-11-17 00:00:00,2024-05-01 00:00:00,active,http://www.cook-davenport.com/,Rejected,0
6614ec0bd9baff57ed1048b7,NexGen Mobile Scheduler,e1e8551c-ec43-4835-a3f9-b221e18c7fa0,"['PostgreSQL', 'Leadership', 'Python']",EMP_13,EMP_726,2021-09-05 00:00:00,2024-04-26 00:00:00,completed,https://www.mccarthy-osborn.com/,Approved,0
6614ec0bd9baff57ed1048b8,FusionSoft Email Client,d58404e3-58b9-4c9d-baeb-df66f713bc70,"['Django', 'PHP', 'CSS']",EMP_13,EMP_411,2022-11-08 00:00:00,2024-04-29 00:00:00,active,https://www.hughes-navarro.com/,Approved,0
6614ec0bd9baff57ed1048b9,Streamline Solutions CRM,ebf29a43-7a7d-4531-ba6e-b28830b43730,"['Git', 'HTML', 'Cryptography']",EMP_13,EMP_468,2021-05-31 00:00:00,2024-05-04 00:00:00,active,https://www.boyd-gallagher.biz/,Approved,0
6614ec0bd9baff57ed1048ba,TechSpark,9ca966bb-9c39-4f09-85c9-f54fcaf9b631,"['Troubleshooting', 'User Research', 'Vue.js']",EMP_14,EMP_854,2020-01-13 00:00:00,2024-04-17 00:00:00,completed,https://gutierrez-mayer.com/,Approved,0
6614ec0bd9baff57ed1048bb,CatalystCommerce,d8b72a04-6b12-4301-bf62-6dd795a6175a,"['SQL', 'Artificial Intelligence', 'User Stories']",EMP_14,EMP_499,2021-08-30 00:00:00,2024-04-12 00:00:00,completed,http://collins-mcintyre.com/,Approved,0
6614ec0bd9baff57ed1048bc,AgileWare,26da7298-099d-49f1-bd89-18c21c08c352,"['React', 'HTML', 'Continuous Deployment']",EMP_14,EMP_743,2020-02-20 00:00:00,2024-04-21 00:00:00,completed,https://hampton.com/,Approved,0
6614ec0bd9baff57ed1048bd,SwiftShift Time Tracker,5372ec51-42c3-4433-9ede-8ae9780843e3,"['Git', 'Machine Learning', 'CI/CD']",EMP_14,EMP_593,2023-12-29 00:00:00,2024-04-17 00:00:00,completed,http://www.davidson-fleming.biz/,Approved,0
6614ec0bd9baff57ed1048be,DataBridge,0dbed3ee-df12-424f-b5e1-ba7f652f3dc2,"['Data Science', 'Scrum', 'Technical Writing']",EMP_15,EMP_86,2023-11-11 00:00:00,2024-05-05 00:00:00,completed,http://www.welch.com/,Rejected,0
6614ec0bd9baff57ed1048bf,DataCraft,461ebf09-034b-436d-bd64-0f652a0d7681,"['HTML', 'Git', 'Statistical Analysis']",EMP_15,EMP_245,2022-08-21 00:00:00,2024-04-21 00:00:00,active,http://chang.com/,Approved,0
6614ec0bd9baff57ed1048c0,TechTrek Data Analyzer,90cc37a1-5288-4277-ac6c-fbafedf45fff,"['Requirements Analysis', 'Collaboration', 'Flask']",EMP_15,EMP_456,2023-08-15 00:00:00,2024-05-01 00:00:00,completed,https://www.jones-walker.info/,Approved,0
6614ec0bd9baff57ed1048c1,PixelWorks,98182436-7e8b-4936-aacf-c56b7b6de709,"['GraphQL', 'Responsive Design', 'PostgreSQL']",EMP_15,EMP_767,2021-02-11 00:00:00,2024-04-11 00:00:00,active,http://conway.com/,Approved,0
6614ec0bd9baff57ed1048c2,InnovatePro,b7c15480-6c5f-42ac-9d43-a5b593c4d5d0,"['MySQL', 'Containerization', 'GraphQL']",EMP_16,EMP_691,2021-09-18 00:00:00,2024-04-13 00:00:00,completed,https://lang.net/,Approved,0
6614ec0bd9baff57ed1048c3,CodeCraft Web Builder,190b46c1-1529-4c12-ae42-916297ad6559,"['Agile Methodologies', 'Objective-C', 'Product Management']",EMP_16,EMP_191,2023-01-05 00:00:00,2024-05-01 00:00:00,completed,https://www.meyers.com/,Approved,0
6614ec0bd9baff57ed1048c4,ByteBlitz Document Manager,267084f5-c7a7-49d0-836b-73fc94a2d19d,"['Continuous Integration', 'CI/CD', 'Information Security']",EMP_16,EMP_847,2023-01-03 00:00:00,2024-04-22 00:00:00,completed,https://www.ruiz.com/,Rejected,0
6614ec0bd9baff57ed1048c5,PixelWorks,bef2deb0-7c52-4cb9-8702-0a705b952e9f,"['MongoDB', 'Leadership', 'Wireframing']",EMP_16,EMP_504,2021-07-30 00:00:00,2024-04-18 00:00:00,completed,http://www.franklin.com/,Approved,0
6614ec0bd9baff57ed1048c6,TechTrek Data Analyzer,47db86e1-1d77-4673-9572-d23f25613603,"['MongoDB', 'Artificial Intelligence', 'JavaScript']",EMP_17,EMP_759,2021-07-28 00:00:00,2024-04-27 00:00:00,completed,http://www.schneider.com/,Rejected,0
6614ec0bd9baff57ed1048c7,DataSync,09b23cf5-11aa-4545-8fb9-51e2d4f48ce7,"['Vue.js', 'NoSQL', '.NET']",EMP_17,EMP_78,2021-12-24 00:00:00,2024-05-08 00:00:00,completed,https://www.ramirez-rodriguez.org/,Approved,0
6614ec0bd9baff57ed1048c8,SwiftWave,cc28cb4e-e305-4c0a-b6e5-853f8ccbb8d5,"['Problem Solving', 'Continuous Deployment', 'Ruby']",EMP_17,EMP_826,2022-06-12 00:00:00,2024-04-20 00:00:00,completed,http://harding-nicholson.com/,Rejected,0
6614ec0bd9baff57ed1048c9,FusionSoft Email Client,7b1cb624-e721-4d0a-8f6e-8884eb109599,"['GraphQL', 'Collaboration', 'CSS']",EMP_17,EMP_598,2022-09-12 00:00:00,2024-04-10 00:00:00,active,https://ramsey-cameron.com/,Rejected,0
6614ec0bd9baff57ed1048ca,CyberTech,9f218295-1cc1-4cde-ab7c-4919f1a9240e,"['Objective-C', 'Requirements Analysis', 'Product Management']",EMP_18,EMP_296,2020-04-08 00:00:00,2024-04-18 00:00:00,active,http://www.young.com/,Approved,0
6614ec0bd9baff57ed1048cb,SwiftCode,f2969434-2d07-4708-9419-9466fc415d60,"['Flask', 'Responsive Design', 'HTML']",EMP_18,EMP_296,2024-02-05 00:00:00,2024-04-16 00:00:00,completed,https://ortega.com/,Rejected,0
6614ec0bd9baff57ed1048cc,DataCraft,24cc792b-0288-4027-bb0f-c2f03843996e,"['Accessibility', 'Continuous Deployment', 'PHP']",EMP_18,EMP_534,2021-04-11 00:00:00,2024-04-24 00:00:00,completed,http://cannon.com/,Rejected,0
6614ec0bd9baff57ed1048cd,TechSprint,e25c8d1c-01df-47df-8505-149a4b06221e,"['Docker', 'Swift', 'CSS']",EMP_18,EMP_464,2021-05-02 00:00:00,2024-04-27 00:00:00,active,http://www.english.org/,Rejected,0
6614ec0bd9baff57ed1048ce,SwiftWave,a26f0e4d-11f7-4034-8d36-47fdf1279d42,"['Data Visualization', 'Objective-C', 'NoSQL']",EMP_19,EMP_379,2024-02-26 00:00:00,2024-04-12 00:00:00,active,https://murphy-tucker.com/,Rejected,0
6614ec0bd9baff57ed1048cf,TechTrek Data Analyzer,2468e577-cde2-4d23-99db-edbd3b96ecc2,"['Data Science', 'JavaScript', 'Continuous Deployment']",EMP_19,EMP_483,2023-03-12 00:00:00,2024-04-23 00:00:00,completed,http://www.brown-gray.com/,Approved,0
6614ec0bd9baff57ed1048d0,CyberLink,4c857919-ca6f-444c-9b26-f7140070679e,"['Continuous Deployment', 'Accessibility', 'Cryptography']",EMP_19,EMP_679,2020-11-02 00:00:00,2024-04-09 00:00:00,active,https://www.tyler-adams.com/,Rejected,0
6614ec0bd9baff57ed1048d1,DataBridge,b273d308-4c4d-4877-ab46-1de559337f64,"['CI/CD', 'Troubleshooting', 'Flask']",EMP_19,EMP_976,2022-08-09 00:00:00,2024-04-22 00:00:00,active,http://gonzales.com/,Rejected,0
6614ec0bd9baff57ed1048d2,CatalystCommerce,580b1477-9af6-446d-8893-8ca315f85a53,"['React', 'MySQL', 'C#']",EMP_20,EMP_312,2022-05-22 00:00:00,2024-05-06 00:00:00,active,http://www.king.com/,Approved,0
6614ec0bd9baff57ed1048d3,DataSync,2e14e409-fa86-43f4-ba18-cd276e585201,"['Wireframing', 'Test-Driven Development', 'Interaction Design']",EMP_20,EMP_756,2023-03-11 00:00:00,2024-04-30 00:00:00,active,http://www.miller.com/,Rejected,0
6614ec0bd9baff57ed1048d4,SwiftShift Time Tracker,4efad281-a5c7-4662-bd71-2fcf8a7e3aea,"['Documentation', 'PHP', 'Network Security']",EMP_20,EMP_793,2022-06-22 00:00:00,2024-05-08 00:00:00,active,https://anderson.org/,Approved,0
6614ec0bd9baff57ed1048d5,TechSprint,5e927e1c-2c5d-4fa0-8e41-c4c64475bcbe,"['Network Security', 'GraphQL', 'Information Security']",EMP_20,EMP_4,2020-12-09 00:00:00,2024-04-28 00:00:00,active,https://www.garcia-hamilton.com/,Rejected,0
6614ec0bd9baff57ed1048d6,CyberLink,57924139-3298-4d2b-86b9-5855469b798e,"['.NET', 'Problem Solving', 'Behavior-Driven Development']",EMP_21,EMP_695,2024-03-10 00:00:00,2024-04-17 00:00:00,active,https://www.coleman-lopez.com/,Approved,0
6614ec0bd9baff57ed1048d7,PixelWare,38d411ef-3801-4f98-af94-a0d98dc6dfb2,"['JavaScript', '.NET', 'Python']",EMP_21,EMP_660,2021-07-17 00:00:00,2024-05-05 00:00:00,active,https://wright.com/,Approved,0
6614ec0bd9baff57ed1048d8,VortexVision Virtual Assistant,cd538989-eaa3-4e93-8e06-81578909e2d8,"['React', 'Collaboration', 'Wireframing']",EMP_21,EMP_648,2022-09-18 00:00:00,2024-04-13 00:00:00,active,https://www.lewis-white.org/,Approved,0
6614ec0bd9baff57ed1048d9,PixelWorks,05b50814-6c63-46db-aa6f-71a18d3ea6f8,"['.NET', 'CSS', 'Cryptography']",EMP_21,EMP_197,2021-10-30 00:00:00,2024-04-24 00:00:00,completed,http://yang-beasley.biz/,Rejected,0
6614ec0bd9baff57ed1048da,InnovaTech,968a2d5a-8b0c-4394-9945-947f017e9b71,"['AWS', 'Cryptography', 'CSS']",EMP_22,EMP_328,2022-11-27 00:00:00,2024-05-02 00:00:00,active,http://alvarez.com/,Approved,0
6614ec0bd9baff57ed1048db,DataForge Dashboard Creator,26c36d0b-3100-4305-868d-5de88ad3b85d,"['Information Security', 'Cybersecurity', 'PHP']",EMP_22,EMP_935,2022-12-08 00:00:00,2024-04-14 00:00:00,active,http://www.castro.com/,Approved,0
6614ec0bd9baff57ed1048dc,EchoTech Task Manager,1b4ef7dc-33d9-4989-a4c0-99058af96f6d,"['Ruby', 'React', 'Containerization']",EMP_22,EMP_305,2020-07-17 00:00:00,2024-05-05 00:00:00,completed,http://www.small.info/,Rejected,0
6614ec0bd9baff57ed1048dd,TechNova Backup Solution,bf08f423-dff5-40de-bc9e-a4505489de51,"['Artificial Intelligence', 'Java', 'Statistical Analysis']",EMP_22,EMP_858,2022-02-11 00:00:00,2024-05-05 00:00:00,completed,http://www.robertson-pearson.com/,Rejected,0
6614ec0bd9baff57ed1048de,CyberTech,edb255d6-4deb-4f45-86f1-6048c3328abc,"['Azure', 'Ruby', 'Agile Product Management']",EMP_23,EMP_882,2020-07-25 00:00:00,2024-05-02 00:00:00,active,https://www.austin-ramirez.com/,Rejected,0
6614ec0bd9baff57ed1048df,PixelWare,262aecf5-b432-4b98-94bb-7972464cb36d,"['Django', 'Flask', 'NoSQL']",EMP_23,EMP_792,2021-07-03 00:00:00,2024-05-03 00:00:00,completed,http://vazquez.com/,Rejected,0
6614ec0bd9baff57ed1048e0,PixelPlex Crypto Trader,a46ebd6a-6694-496f-bdf6-cea8d0ad87b8,"['Test-Driven Development', 'Documentation', 'NoSQL']",EMP_23,EMP_545,2024-01-14 00:00:00,2024-05-03 00:00:00,completed,http://www.wilkinson.com/,Approved,0
6614ec0bd9baff57ed1048e1,DataPulse,b06c82e8-036a-45ad-8d51-8252999849ee,"['AWS', 'Technical Writing', 'Accessibility']",EMP_23,EMP_274,2022-05-29 00:00:00,2024-04-11 00:00:00,completed,https://www.thomas.info/,Approved,0
6614ec0bd9baff57ed1048e2,ByteBoost,81b98008-bcb9-44dc-b6cd-a8c86192c24c,"['Agile Product Management', 'Leadership', 'PHP']",EMP_24,EMP_889,2023-02-14 00:00:00,2024-04-27 00:00:00,active,http://www.cortez-richmond.org/,Approved,0
6614ec0bd9baff57ed1048e3,MetaMind Chatbot Builder,07e66b63-5bac-4b3b-9a60-d9296f1d5cdc,"['Information Security', 'Network Security', 'HTML']",EMP_24,EMP_579,2021-12-11 00:00:00,2024-04-18 00:00:00,active,https://murray.biz/,Rejected,0
6614ec0bd9baff57ed1048e4,ByteForge,5dd1993a-7731-4354-b520-bda7edb81716,"['Kotlin', 'Scrum', 'Network Security']",EMP_24,EMP_770,2021-03-09 00:00:00,2024-04-14 00:00:00,completed,https://www.butler.com/,Approved,0
6614ec0bd9baff57ed1048e5,DataPulse,ff1929e8-9d70-4189-ab5d-6e48bd891f14,"['Data Science', 'Wireframing', 'Prototyping']",EMP_24,EMP_322,2023-12-16 00:00:00,2024-04-29 00:00:00,active,https://www.cannon.biz/,Approved,0
6614ec0bd9baff57ed1048e6,SilverLinx POS System,6abfbd7b-73d6-4d63-8e0e-0be32c7af42d,"['Kubernetes', 'Statistical Analysis', 'C#']",EMP_25,EMP_521,2023-04-28 00:00:00,2024-04-30 00:00:00,active,https://www.allen.com/,Rejected,0
6614ec0bd9baff57ed1048e7,TechNova Backup Solution,f2d320b1-45f3-4bec-8deb-686fff283004,"['Git', 'Troubleshooting', 'Kotlin']",EMP_25,EMP_930,2024-01-18 00:00:00,2024-04-24 00:00:00,active,https://www.simmons-king.com/,Rejected,0
6614ec0bd9baff57ed1048e8,InnovaTech,8bc4df96-bd2d-4bc3-8efe-ae6c72eaf585,"['Product Management', 'Prototyping', 'GraphQL']",EMP_25,EMP_559,2021-09-03 00:00:00,2024-05-04 00:00:00,active,https://www.vega.com/,Approved,0
6614ec0bd9baff57ed1048e9,AgileTech,c50870ec-f473-4993-b64e-1642f154e1b7,"['Continuous Integration', 'Data Analysis', 'Objective-C']",EMP_25,EMP_5,2020-06-22 00:00:00,2024-05-08 00:00:00,completed,http://www.west.com/,Rejected,0
6614ec0bd9baff57ed1048ea,AgileWare,adc2914a-ce82-41bb-966e-db26f14331fb,"['HTML', 'Containerization', 'Business Analysis']",EMP_26,EMP_434,2020-03-03 00:00:00,2024-04-18 00:00:00,active,http://www.hill-elliott.com/,Approved,0
